BeerName,BreweryName,BreweryRegion,BeerStyle,BeerStyleRank,BeerABV,BeerScore,BeerScoreRank,BeerAvg,BeerReviews,BeerRating,BeerWants,BeerGots,BeerNotes
Maibock,Lupulin Brewing,"Minnesota, United States",Maibock,Not Given,7.8,Not Given,Not Given,4.07,1,2,0,0,None
Paulinator,Forager Brewing Company,"Minnesota, United States",Maibock,Not Given,6.0,Not Given,Not Given,4.08,1,1,0,0,None
King Billy,Cacapon Mountain Brewing Company,"West Virginia, United States",Maibock,Not Given,6.3,Not Given,Not Given,0.0,0,0,0,0,None
Hey Hey,Look's Beer Co,"South Dakota, United States",Maibock,Not Given,6.8,Not Given,Not Given,3.72,1,0,0,0,None
Maibock,Smoke Brewing Company,"Missouri, United States",Maibock,Not Given,7.3,Not Given,Not Given,3.79,2,0,0,0,None
Smuttlabs Soothsayer,Smuttynose Brewing Company,"New Hampshire, United States",Maibock,Not Given,7.1,Not Given,Not Given,3.99,1,1,0,0,None
May is Bock,Jersey Cyclone Brewing Company,"New Jersey, United States",Maibock,Not Given,7.3,Not Given,Not Given,4.14,2,0,0,0,None
Davy Bockett,Alamo Beer Co.,"Texas, United States",Maibock,Not Given,4.2,Not Given,Not Given,3.95,1,2,0,1,A true German style Helles Bock brewed with roasted malts and German hops. Light and refreshing with a crisp finish.
"Death, Taxes & Lagers",Corporate Ladder Brewing Company,"Florida, United States",Maibock,Not Given,6.83,Not Given,Not Given,3.88,0,2,0,0,None
Mai Daddy,PaPPo's Pizzeria & Pub - Lake of the Ozarks,"Missouri, United States",Maibock,Not Given,6.6,Not Given,Not Given,3.42,1,0,0,0,None
Maibock,Minneapolis Town Hall Brewery,"Minnesota, United States",Maibock,Not Given,7.1,Not Given,Not Given,3.81,2,7,0,0,None
Obsolete Vernacular,Well Crafted Beer Company,"Pennsylvania, United States",Maibock,Not Given,7.6,Not Given,Not Given,4.0,0,1,0,0,None
Maibock,Crystal Lake Brewing,"Illinois, United States",Maibock,Not Given,6.5,Not Given,Not Given,3.81,5,2,1,0,"Welcome spring with this delicious lager. Hints of honey and spice greet the senses. Warm malty flavors glide over your palate with a bit of Germanic sweetness, while a balancing bitterness brings this traditional lager into perfect harmony. Prost!"
Summah Bock,Martha's Exchange,"New Hampshire, United States",Maibock,Not Given,7.0,Not Given,Not Given,3.33,3,2,0,1,None
"Pants Off, Dance Off",Millstream Brewing Company,"Iowa, United States",Maibock,Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Lager Life,Fourscore Beer Company,"Pennsylvania, United States",Maibock,Not Given,7.1,Not Given,Not Given,3.99,0,1,0,0,None
Maibock,Four Generals Brewing,"Washington, United States",Maibock,Not Given,7.9,Not Given,Not Given,3.11,1,1,0,0,None
Ingolstadt,Illuminated Brew Works,"Illinois, United States",Maibock,Not Given,6.4,Not Given,Not Given,3.92,0,2,0,0,None
Freitag's Fest,Chilton Mill Brewing,"New Jersey, United States",Maibock,Not Given,7.2,Not Given,Not Given,3.55,0,1,0,0,None
Springs Back Maibock,Rustic Road Brewing Company,"Wisconsin, United States",Maibock,Not Given,7.6,Not Given,Not Given,4.11,2,3,0,2,None
Prevernal Love,Wild East Brewing Company,"New York, United States",Maibock,Not Given,7.0,Not Given,Not Given,4.02,3,6,0,0,"German-style pale lager with toasty, bready malt character balanced with crisp, gently bitter hops. Notes of burnt sugar, toffee and light caramel; medium body with a moderately dry finish."
Marybock,Fifth Hammer Brewing,"New York, United States",Maibock,Not Given,7.0,Not Given,Not Given,3.8,4,2,0,0,"Inspired by the beers that sustained monks during Lent, this hearty lager has a clean malt profile with a touch of sweetness and is easy drinking yet immensely satisfying. A crisp lager that will take us through the end of winter and into warmer Spring days."
April Showers,Wasserhund Brewing Company,"Virginia, United States",Maibock,Not Given,6.5,Not Given,Not Given,3.71,0,2,0,0,None
Law of Man,Trubble Brewing,"Indiana, United States",Maibock,Not Given,7.3,Not Given,Not Given,0.0,0,0,0,0,None
Metry's Winter Lager,Kuhnhenn Brewing Company,"Michigan, United States",Maibock,Not Given,7.0,83,Not Given,3.6,13,10,0,4,"The return of the Metry’s, it is a very light lager in color. It has a light, sweet grainy aroma with Noble hops present. This beer is well balanced and finishes clean. A light beer with a lot of alcohol, so be careful!!"
Andygator,Abita Brewing Co.,"Louisiana, United States",Maibock,81,8.0,81,27697,3.56,505,1293,54,498,"Andygator, a creature of the swamp, is a unique high-gravity brew made with pale malt, German lager yeast, and German Perle hops. Unlike other high-gravity brews, Andygator is fermented to a dry finish with a slightly sweet flavor and subtle fruit aroma. Reaching an alcohol strength of 8% by volume, it is a Helles Dopplebock.25 IBU"
Spring Cadence,Baere Brewing Company,"Colorado, United States",Maibock,Not Given,6.7,Not Given,Not Given,3.99,1,0,0,0,A nice malty Maibock to welcome in the Spring.
El Rey De Los Tigres,Casita Brewing Company,"North Carolina, United States",Maibock,Not Given,6.3,Not Given,Not Given,3.79,1,0,0,0,None
Through Hell and Bock,Hopkins Farm Brewery,"Maryland, United States",Maibock,Not Given,8.0,Not Given,Not Given,3.5,0,1,0,0, None
Schnaitl Maibock,Privatbrauerei Schnaitl,Austria,Maibock,Not Given,6.9,Not Given,Not Given,3.85,1,0,0,0,None
Jukebock,Karbach Brewing Co.,"Texas, United States",Maibock,Not Given,4.5,Not Given,Not Given,3.54,2,1,0,1,None
Anniversary Maibock,Appalachian Brewing Company,"Pennsylvania, United States",Maibock,63,7.2,85,22701,3.74,28,25,1,3,None
Helles Belles,Mad Science Brewing Company At Thanksgiving Farm,"Maryland, United States",Maibock,Not Given,5.2,Not Given,Not Given,4.12,1,2,0,1,None
Maibock,Remmarlöv Gårdsbryggeri,Sweden,Maibock,Not Given,7.0,Not Given,Not Given,3.8,0,1,0,0,"Brewed in collaboration with Brauhaus Riegele, Germany."
My Bock,Last Flight Brewing Company,"Missouri, United States",Maibock,Not Given,7.4,Not Given,Not Given,3.54,1,0,0,0,None
Maibock,Sandhills Brewing,"Kansas, United States",Maibock,Not Given,8.0,Not Given,Not Given,0.0,0,0,0,0,None
Maibock,"Lakefront Brewery, Inc.","Wisconsin, United States",Maibock,33,6.8,87,17225,3.88,27,36,0,10,None
Deer In The Headlights Maibock,Hickory Creek Brewing Company,"Illinois, United States",Maibock,Not Given,7.1,Not Given,Not Given,3.85,1,0,0,0,None
Maibock,Indeed Brewing Company - Minneapolis,"Minnesota, United States",Maibock,Not Given,7.0,Not Given,Not Given,3.93,1,0,0,0,None
Fiddlehead,Fibonacci Brewing Company,"Ohio, United States",Maibock,Not Given,5.0,Not Given,Not Given,3.58,1,1,0,0,None
Dump Truck,"Bayern Brewing, Inc. / Edelweiss Bistro","Montana, United States",Maibock,62,6.0,85,22612,3.75,23,53,4,12,"The recipe for this light, unfiltered, lager bock beer uses German sauermalt, organic Montana “Spitz malt”, Pilsener malt, plus three hoppings using Hallertauer Perle and the rare Tettnang aroma hops (both imported from Germany)."
King Monkey,Southern Yankee Beer Company,"Texas, United States",Weizenbock,Not Given,9.1,Not Given,Not Given,3.94,1,1,0,0, None
Alpenglow,Fat Head's Brewery & Saloon,"Ohio, United States",Weizenbock,9,8.5,91,7149,4.09,30,94,10,11,"If you look closely, you can imagine the magic of the dusk light on the mountains reflected in the amazing color of this brew. Unfiltered with a foggy appearance and light aromas of wheat, bubblegum, clove and spice. Finishes silky smooth. Take a sip and set your mind aglow."
Woodman’s Ale - Queenie,Goodh Brewing Co.,"England, United Kingdom",Weizenbock,Not Given,8.1,Not Given,Not Given,4.0,0,1,0,0,None
Winternacht Weizenbock,Little Dry Creek Brewery,"Colorado, United States",Weizenbock,Not Given,7.3,Not Given,Not Given,3.71,1,0,0,0,"Grab a loved one, find a firepit and sip on this dark winter warmer. At 7.3% abv, our German-Style Weizenbock packs enough punch to keep you warm on these cold winter nights. Dark brown in color, this beer has subtle notes of clove & banana that meld with hints of roast and chocolate. Highly effervescent, our weizenbock finishes smooth and creamy with a pleasant cocoa finish.9 IBU"
Grolsch Dunkel Weizenbock,Grolsch Bierbrouwerij N.V.,Netherlands,Weizenbock,Not Given,7.3,Not Given,Not Given,3.87,0,1,0,0,None
Danger Zone,Oakland United Beerworks,"California, United States",Weizenbock,Not Given,9.3,Not Given,Not Given,4.18,0,1,0,0,None
Tap 6: Mein Aventinus,Schneider Weisse G. Schneider & Sohn,Germany,Weizenbock,1,8.2,96,939,4.33,2242,2561,394,710,"For golden moments by the fireplace: ""Mein Aventinus"" - the wholehearted, dark ruby coloured wheat beer, intensive and fiery, warming, well-balanced and tender. Bavaria's oldest wheat ""Doppelbock"" - brewed since 1907! Its sturdy body in combination with its sweet malty aroma is an invitation to profound indulgence - an ingenious blend with a strong body. Perfectly matches rustic dishes, dark roasts and sweet desserts.Hops: Hallertauer Herkules.16 IBU"
Rye Barrel-Aged Weizenbock,ZwanzigZ,"Indiana, United States",Weizenbock,Not Given,9.75,Not Given,Not Given,3.63,1,0,0,0,None
Hildegard,Blech.Brut,Germany,Weizenbock,Not Given,7.6,Not Given,Not Given,4.0,0,1,0,0,None
Weizenbock,Riggs Beer Company,"Illinois, United States",Weizenbock,Not Given,7.2,Not Given,Not Given,4.21,4,3,0,0,"Weizenbock has a higher ABV, is slightly darker, and has more body than its little brother, Hefeweizen. Weizenbock’s banana aroma will remind you of Hefeweizen, but due to its higher alcohol content, Weizenbock also has notes of vanilla and rum. Our wheat beer yeast’s spicy character helps to cut through a mild sweetness to deliver the balanced finish that you’ve come to expect from a Riggs Beer.IBU: 15Grain: Wheat Malt (Riggs-Grown), Munich, Barke Pilsner, C20, AcidulatedHops: Magnum"
2 Hell-N-Bock,Territorial Brewing Company,"Michigan, United States",Weizenbock,Not Given,7.8,Not Given,Not Given,4.0,0,1,0,0,"A hazy German wheat beer style, brewed to Bock strength, with weizen yeast that impart notes of fruit and spice. This refreshing low-bitterness ale is refreshingly drinkable for its strength."
Autenrieder Weizen-Bock,Schlossbrauerei Autenried GmbH,Germany,Weizenbock,Not Given,7.2,Not Given,Not Given,3.89,2,1,0,0,None
Hopfengestopfter Weizendoppelbock,BroBier,Germany,Weizenbock,Not Given,8.7,Not Given,Not Given,3.91,1,0,0,0,Collaboration with Schlossbrauerei Reckendorf
Starkbier!,Lawson's Finest Liquids,"Vermont, United States",Weizenbock,Not Given,8.1,87,Not Given,3.91,6,8,4,2,"German for ""strong beer"" Lawson’s weizenbock style ale is a dark, spicy, and strong wheat bier. It is brewed with all imported German malts, noble hops, and special weizen strain of ale yeast. A fitting tribute to Stark Mountain and her mad legion of fans."
"Hallo, Mein Name Ist Weizenbock",Miskatonic Brewing Company,"Illinois, United States",Weizenbock,Not Given,7.5,Not Given,Not Given,3.82,1,1,0,0,None
The Pour Father,Late Start Brewing,"Florida, United States",Weizenbock,Not Given,7.9,Not Given,Not Given,3.85,1,0,0,0,None
Weizenbock,Proof Brewing Company,"Florida, United States",Weizenbock,Not Given,8.0,Not Given,Not Given,0.0,0,0,0,0,None
Dark Weizenbock,Giant Jones Brewing Company,"Wisconsin, United States",Weizenbock,Not Given,8.8,Not Given,Not Given,4.24,1,1,0,0,None
Bananas Foster,Buffalo Bayou Brewing Co,"Texas, United States",Weizenbock,Not Given,8.6,80,Not Given,3.36,4,20,0,14,None
Sangre De Shiva,New Braunfels Brewing Company,"Texas, United States",Weizenbock,Not Given,8.8,86,Not Given,3.8,5,24,0,6,TX Red Wine Black Sour Wheat Beer
Weizenbock,Giant Jones Brewing Company,"Wisconsin, United States",Weizenbock,Not Given,7.3,Not Given,Not Given,3.62,2,4,1,0,None
Weizenbock,KC Bier Co.,"Missouri, United States",Weizenbock,10,7.25,91,7939,4.12,6,22,2,2,"This is a pale Doppel wheat bock similar in taste to our Hefeweizen, but with intensified flavors and body to the higher starting gravity (18°Plato)."
Riegele Augustus Weizendoppelbock,Brauhaus Riegele,Germany,Weizenbock,11,8.0,91,7424,4.09,28,59,6,11,The strong fruity - top-fermented Doppelböck are a rarity these days. Real beer connoisseurs appreciate their fruity taste. The Riegele master brewers cultivate and preserve this old strong beer tradition.NOT the same beer as Augustus 8
Wittenberg,Burning Bush Brewery,"Illinois, United States",Weizenbock,Not Given,9.1,Not Given,Not Given,4.18,0,1,0,0,None
Weizenbock,Klosterbrauerei Andechs,Germany,Weizenbock,Not Given,7.0,Not Given,Not Given,4.26,2,2,2,1,None
Black Phillip,South Shore Brewery,"Wisconsin, United States",Weizenbock,Not Given,7.6,Not Given,Not Given,4.01,0,1,0,0,None
Grapefruit Indecent Exposure,Mad Beach Craft Brewing Company,"Florida, United States",Weizenbock,Not Given,7.6,Not Given,Not Given,0.0,0,0,0,0,None
Vilhelm,Black Lung Brewing Company,"Illinois, United States",Weizenbock,Not Given,7.3,Not Given,Not Given,4.0,0,1,0,0,None
Another Round: Weizenbock,Payette Brewing,"Idaho, United States",Weizenbock,Not Given,7.3,Not Given,Not Given,3.5,1,0,0,0,None
Don Stille Nacht,Weissbierbrauerei Schwendl,Germany,Weizenbock,Not Given,7.0,Not Given,Not Given,4.09,1,0,0,0,None
Weizenbock,Zymurcracy Beer Company,"South Dakota, United States",Weizenbock,Not Given,7.7,Not Given,Not Given,0.0,0,0,0,0,None
Scratch Beer 448 - Weizenbock,Tröegs Brewing Company,"Pennsylvania, United States",Weizenbock,Not Given,7.3,Not Given,Not Given,4.25,0,1,0,0,None
Bavarian-Styled Doppel Weizen,Lagunitas Brewing Company,"California, United States",Weizenbock,32,8.7,86,20205,3.82,351,389,25,67,This special brew was designed with the help of our Freistaat Bayern brothers who also built the brewhouse upon which we brewed it. It's a new twist on an old tradition!
Weizenbock,Edmund's Oast Brewing Company,"South Carolina, United States",Weizenbock,Not Given,8.5,Not Given,Not Given,4.21,1,0,0,0,"Harder, better, faster, and stronger than your normal Hefeweizen, Weizenbock (or “wheat goat” in English) is for drinkers who like their German-style wheat beers turned up to 11.Still utilizing traditional German malts and brewing methods, we have concocted a libation chock full with notes of banana, peach, and toasted nuts. Our Weizenbock is on the lighter side of the style’s color spectrum, but it still packs a punch at 8.5% ABV."
Weizenbock,Strong Rope Brewery,"New York, United States",Weizenbock,Not Given,8.0,Not Given,Not Given,3.96,0,1,0,0,None
Skipping Moose,MadTree Brewing,"Ohio, United States",Weizenbock,Not Given,8.6,Not Given,Not Given,4.01,1,1,0,0,None
Access denied,www.beeradvocate.com used Cloudflare to restrict access,Not Given,Not Given,Not Given,0.0,Not Given,Not Given,0.0,0,0,0,0,Not Given
Altvater Weissbierbock,Brauerei Bischofshof,Germany,Weizenbock,15,7.1,89,11725,4.02,10,16,1,5,None
Amber Spice Weizenbock,Iron Rail Brewing,"Kansas, United States",Weizenbock,Not Given,7.7,Not Given,Not Given,4.58,0,1,0,0,None
Ayinger Weizenbock,Ayinger Privatbrauerei,Germany,Weizenbock,4,7.1,93,3189,4.19,446,486,127,85,Our winter specialty is brewed with four different malts and wort separation method. The result is an alcohol degree of 7.1% by vol. and the Original gravity is 16.5°plato. Ayinger Weizenbock is a top fermented and unfiltered wheat bock beer. Colour is golden with copper tones. Aroma is typically and unique for Ayinger wheat beers. You will find low bitterness and dry taste.
Coffee Pumpkinbock,Cape Cod Beer,"Massachusetts, United States",Weizenbock,Not Given,7.8,Not Given,Not Given,4.64,1,0,0,0,None
Bock,Natural State Beer Company,"Arkansas, United States",Weizenbock,Not Given,6.1,Not Given,Not Given,0.0,0,0,0,0,None
1852,Chanhassen  Brewing Company,"Minnesota, United States",Weizenbock,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Wintermärchen,Schoppe Bräu,Germany,Weizenbock,Not Given,8.0,Not Given,Not Given,3.75,0,1,0,0,None
Conspiratorial Tone,Sapwood Cellars,"Maryland, United States",Weizenbock,Not Given,8.3,Not Given,Not Given,4.25,1,0,0,0,None
Antisana,Latitud Cero Cerveza Artesanal,Ecuador,Weizenbock,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Servus,Cierzo Brewing,Spain,Weizenbock,Not Given,9.0,Not Given,Not Given,4.13,1,1,0,0,None
Sheaf,La Cabra Brewing,"Pennsylvania, United States",Weizenbock,Not Given,6.5,Not Given,Not Given,3.55,1,0,0,0,An American take on a German classic. Creamy and rich with complex malt notes of plum and pumpernickel. Aromas of banana and vanilla are expressed through a rich fluffy head. Lightly hopped with German Tettnang for a gentle floral spice.
Dunkler Weizenbock,Brauerei Fritz Gutmann,Germany,Weizenbock,Not Given,6.9,Not Given,Not Given,4.29,2,0,1,0,None
Volks Weizenbock,Appalachian Brewing Company,"Pennsylvania, United States",Weizenbock,33,7.2,86,20913,3.79,37,22,1,4,None
Bockoli,Other Half Brewing Company,"New York, United States",Weizenbock,Not Given,7.3,Not Given,Not Given,3.41,0,1,0,0,None
Weizenbock,Great Central Brewing Company,"Illinois, United States",Weizenbock,Not Given,7.0,Not Given,Not Given,4.13,6,1,0,1,None
Mango Weizen,Clouds Brewing - Brewery & Taproom,"North Carolina, United States",Weizenbock,Not Given,4.7,Not Given,Not Given,4.0,1,0,0,0, None
